seller_id,platform,category,kind,region,impressions,clicks,enrolled,risk_rating,manual_file_ingested,optin_cta_tagged,impression_tag_valid,click_date,enrollment_date,product_opted,campaign_id,seller_tenure_months,conversion_rate
SELL10200,Mobile Web,Fashion,Individual,East,15,13,1,4.01,Yes,Yes,Yes,08-02-2025,27-02-2025,Subscription,CMP433,13,0.87
SELL10201,App,Toys,Enterprise,East,15,3,1,3.39,No,Yes,No,15-03-2025,28-04-2025,Subscription,CMP965,30,0.2
SELL10202,Mobile Web,Home,Enterprise,North,20,5,0,3.69,No,Yes,Yes,31-03-2025,,Subscription,CMP219,12,0.25
SELL10203,App,Books,Enterprise,South,12,11,1,3.3,No,Yes,No,12-02-2025,04-03-2025,One-Time Fee,CMP650,12,0.92
SELL10204,Web,Fashion,Small Business,West,18,5,1,3.48,No,Yes,No,27-03-2025,26-04-2025,Stored Value,CMP299,25,0.28
SELL10205,App,Books,Small Business,West,18,16,1,2.95,Yes,Yes,Yes,06-03-2025,11-02-2025,Subscription,CMP133,18,0.89
SELL10206,App,Toys,Enterprise,West,8,8,1,3.2,Yes,Yes,No,14-04-2025,14-02-2025,One-Time Fee,CMP943,24,1
SELL10207,App,Toys,Individual,West,18,1,0,1.41,Yes,No,Yes,11-02-2025,,Subscription,CMP369,23,0.06
SELL10208,Web,Fashion,Individual,East,3,3,0,4.44,No,Yes,Yes,04-04-2025,,Stored Value,CMP933,14,1
SELL10209,App,Toys,Enterprise,South,2,2,1,2.29,No,No,No,24-02-2025,17-04-2025,One-Time Fee,CMP795,7,1
SELL10210,App,Fashion,Enterprise,South,5,3,0,2,No,Yes,No,28-04-2025,,Subscription,CMP245,18,0.6
SELL10211,Mobile Web,Electronics,Small Business,East,14,6,1,3.78,No,No,No,15-03-2025,06-03-2025,Subscription,CMP695,1,0.43
SELL10212,Mobile Web,Home,Individual,West,3,3,1,1.87,No,Yes,No,20-02-2025,14-02-2025,Subscription,CMP430,19,1
SELL10213,Mobile Web,Books,Small Business,North,11,8,1,1.18,No,Yes,Yes,09-02-2025,02-02-2025,Stored Value,CMP551,30,0.73
SELL10214,Mobile Web,Fashion,Enterprise,East,1,1,1,1.64,No,Yes,No,24-02-2025,04-04-2025,Subscription,CMP184,24,1
SELL10215,App,Fashion,Small Business,North,6,0,0,3.81,Yes,Yes,No,23-02-2025,,Stored Value,CMP235,15,0
SELL10216,Mobile Web,Home,Individual,West,17,14,1,3.78,No,Yes,Yes,24-02-2025,26-04-2025,Subscription,CMP191,7,0.82
SELL10217,App,Fashion,Small Business,South,4,2,1,3.57,Yes,Yes,Yes,20-02-2025,07-03-2025,One-Time Fee,CMP765,11,0.5
SELL10218,Mobile Web,Fashion,Small Business,West,15,11,0,4.44,Yes,Yes,Yes,10-03-2025,,Stored Value,CMP703,25,0.73
SELL10219,Web,Fashion,Small Business,North,12,6,1,1.99,No,Yes,No,09-02-2025,17-02-2025,Stored Value,CMP630,33,0.5
SELL10220,Web,Fashion,Small Business,West,7,6,1,1.45,No,Yes,Yes,30-01-2025,13-04-2025,Subscription,CMP424,9,0.86
SELL10221,App,Home,Enterprise,South,13,13,0,4.05,Yes,Yes,Yes,16-02-2025,,Stored Value,CMP368,14,1
SELL10222,App,Toys,Small Business,West,2,0,0,2.69,No,Yes,Yes,05-02-2025,,Subscription,CMP185,20,0
SELL10223,Web,Toys,Small Business,West,3,1,0,3.35,Yes,No,No,25-02-2025,,One-Time Fee,CMP966,16,0.33
SELL10224,App,Electronics,Small Business,North,2,0,1,2.24,Yes,Yes,Yes,26-02-2025,11-02-2025,One-Time Fee,CMP240,1,0
SELL10225,Mobile Web,Toys,Enterprise,East,6,3,0,1.67,Yes,No,Yes,08-03-2025,,Stored Value,CMP443,28,0.5
SELL10226,Mobile Web,Toys,Enterprise,North,9,8,1,2.98,No,Yes,No,08-03-2025,05-03-2025,One-Time Fee,CMP270,24,0.89
SELL10227,Mobile Web,Electronics,Individual,North,6,2,0,1.18,Yes,Yes,Yes,21-04-2025,,Subscription,CMP472,25,0.33
SELL10228,Web,Toys,Enterprise,West,5,1,0,1.9,Yes,No,No,14-02-2025,,Subscription,CMP945,5,0.2
SELL10229,Mobile Web,Electronics,Individual,South,19,11,1,4.22,Yes,No,Yes,14-02-2025,03-02-2025,Subscription,CMP986,19,0.58
SELL10230,App,Electronics,Small Business,South,10,5,1,2.17,No,Yes,No,03-04-2025,15-02-2025,Subscription,CMP705,32,0.5
SELL10231,App,Electronics,Individual,East,7,3,1,3.54,Yes,No,Yes,28-03-2025,21-03-2025,One-Time Fee,CMP485,20,0.43
SELL10232,Web,Books,Small Business,North,4,1,1,4.89,Yes,No,Yes,25-03-2025,29-03-2025,Stored Value,CMP337,34,0.25
SELL10233,App,Electronics,Enterprise,North,14,11,0,3.02,No,Yes,Yes,11-04-2025,,Subscription,CMP778,9,0.79
SELL10234,App,Books,Enterprise,East,8,4,1,2.27,No,Yes,Yes,07-03-2025,09-04-2025,Stored Value,CMP239,7,0.5
SELL10235,App,Home,Small Business,North,5,0,1,3.14,Yes,No,No,11-03-2025,05-02-2025,Subscription,CMP371,8,0
SELL10236,App,Toys,Individual,South,3,1,0,4.34,No,Yes,Yes,12-02-2025,,One-Time Fee,CMP354,23,0.33
SELL10237,App,Home,Individual,North,13,8,1,4.81,No,Yes,Yes,24-04-2025,28-03-2025,Subscription,CMP204,9,0.62
SELL10238,Web,Fashion,Individual,West,4,0,1,2.49,Yes,No,Yes,12-04-2025,26-04-2025,Stored Value,CMP166,13,0
SELL10239,App,Electronics,Individual,West,15,4,1,1.2,No,No,No,26-02-2025,20-04-2025,Stored Value,CMP491,28,0.27
SELL10240,Web,Home,Small Business,West,6,2,1,4.53,Yes,Yes,No,31-03-2025,06-03-2025,Subscription,CMP521,36,0.33
SELL10241,App,Fashion,Small Business,South,16,1,1,3.57,Yes,Yes,No,02-04-2025,03-02-2025,One-Time Fee,CMP467,31,0.06
SELL10242,Mobile Web,Toys,Small Business,West,18,15,1,2.08,Yes,No,Yes,13-03-2025,08-02-2025,Stored Value,CMP930,18,0.83
SELL10243,Mobile Web,Fashion,Individual,North,2,1,1,1.99,Yes,No,Yes,11-03-2025,26-04-2025,Stored Value,CMP689,25,0.5
SELL10244,Mobile Web,Home,Enterprise,East,12,2,1,4.66,Yes,No,Yes,22-02-2025,16-04-2025,One-Time Fee,CMP292,32,0.17
SELL10245,Web,Electronics,Individual,South,18,9,1,3.41,Yes,No,Yes,15-03-2025,01-02-2025,Subscription,CMP728,13,0.5
SELL10246,App,Electronics,Individual,South,5,2,0,3.35,Yes,Yes,No,03-04-2025,,Stored Value,CMP482,26,0.4
SELL10247,App,Fashion,Individual,West,19,3,1,4.17,No,No,Yes,15-02-2025,23-03-2025,One-Time Fee,CMP675,23,0.16
SELL10248,Mobile Web,Home,Individual,South,8,2,1,3.92,No,Yes,Yes,26-02-2025,12-04-2025,One-Time Fee,CMP425,15,0.25
SELL10249,Web,Home,Enterprise,North,19,3,0,1.95,No,Yes,Yes,26-02-2025,,One-Time Fee,CMP786,22,0.16
SELL10250,Web,Electronics,Small Business,East,15,0,0,4.15,Yes,Yes,No,29-03-2025,,Subscription,CMP850,27,0
SELL10251,App,Home,Enterprise,West,6,3,1,1.41,No,Yes,Yes,27-03-2025,24-02-2025,Subscription,CMP175,3,0.5
SELL10252,Web,Electronics,Small Business,South,10,0,0,4.55,Yes,Yes,Yes,29-03-2025,,Subscription,CMP708,31,0
SELL10253,Web,Toys,Small Business,South,1,1,0,1.21,No,Yes,Yes,07-03-2025,,Subscription,CMP813,36,1
SELL10254,App,Fashion,Individual,North,18,8,1,2.57,No,Yes,Yes,22-03-2025,29-04-2025,Subscription,CMP103,28,0.44
SELL10255,Mobile Web,Toys,Small Business,South,3,2,0,1.39,Yes,Yes,No,23-04-2025,,Stored Value,CMP584,8,0.67
SELL10256,Mobile Web,Home,Individual,West,10,6,1,1.74,No,No,Yes,01-04-2025,14-04-2025,Subscription,CMP145,17,0.6
SELL10257,App,Toys,Individual,South,15,14,1,4.01,Yes,Yes,No,24-04-2025,08-04-2025,One-Time Fee,CMP523,15,0.93
SELL10258,Mobile Web,Books,Enterprise,West,18,1,0,3.29,Yes,No,No,27-04-2025,,Stored Value,CMP504,3,0.06
SELL10259,Mobile Web,Toys,Individual,North,17,16,0,4.8,No,Yes,Yes,25-02-2025,,Stored Value,CMP927,13,0.94
SELL10260,Mobile Web,Books,Individual,South,5,0,0,4.34,No,No,Yes,19-04-2025,,Stored Value,CMP497,36,0
SELL10261,App,Toys,Small Business,North,13,8,1,4.15,No,Yes,No,11-03-2025,05-04-2025,Stored Value,CMP251,7,0.62
SELL10262,App,Toys,Small Business,West,4,4,0,2.06,No,No,Yes,13-04-2025,,Stored Value,CMP382,26,1
SELL10263,Mobile Web,Books,Individual,West,5,4,1,4.56,No,Yes,Yes,25-03-2025,04-03-2025,One-Time Fee,CMP586,18,0.8
SELL10264,App,Home,Small Business,West,12,0,0,4.43,Yes,Yes,Yes,26-03-2025,,Subscription,CMP861,29,0
SELL10265,Mobile Web,Electronics,Individual,West,11,4,0,1.85,No,No,No,17-02-2025,,Stored Value,CMP627,11,0.36
SELL10266,App,Fashion,Enterprise,North,3,2,0,1.69,Yes,Yes,Yes,02-04-2025,,Stored Value,CMP567,4,0.67
SELL10267,App,Books,Enterprise,West,12,11,1,3.54,Yes,Yes,Yes,05-04-2025,31-03-2025,Subscription,CMP600,29,0.92
SELL10268,Mobile Web,Home,Small Business,South,6,6,1,4.35,No,Yes,No,05-04-2025,06-04-2025,Stored Value,CMP495,4,1
SELL10269,Web,Fashion,Enterprise,South,6,6,1,3.71,No,No,Yes,14-04-2025,16-03-2025,One-Time Fee,CMP109,31,1
SELL10270,Web,Fashion,Small Business,East,5,5,1,3.85,No,No,No,22-03-2025,22-03-2025,Subscription,CMP570,17,1
SELL10271,Mobile Web,Toys,Small Business,North,7,7,1,1.03,No,No,No,02-02-2025,31-01-2025,One-Time Fee,CMP210,31,1
SELL10272,Mobile Web,Home,Small Business,East,3,2,0,3.62,No,Yes,Yes,30-03-2025,,One-Time Fee,CMP883,16,0.67
SELL10273,App,Fashion,Enterprise,North,2,2,1,3.62,No,No,No,08-03-2025,02-04-2025,Subscription,CMP497,3,1
SELL10274,App,Fashion,Enterprise,West,19,18,0,4.63,No,No,Yes,05-04-2025,,One-Time Fee,CMP997,36,0.95
SELL10275,Web,Home,Enterprise,South,6,2,1,4.79,No,Yes,Yes,21-02-2025,20-04-2025,Subscription,CMP328,20,0.33
SELL10276,App,Home,Enterprise,East,14,12,0,2.86,Yes,No,Yes,24-03-2025,,One-Time Fee,CMP697,5,0.86
SELL10277,Mobile Web,Books,Enterprise,East,16,6,1,2.65,Yes,Yes,Yes,21-04-2025,08-02-2025,Subscription,CMP519,30,0.38
SELL10278,Web,Electronics,Small Business,East,5,2,0,3.52,Yes,No,Yes,26-03-2025,,Stored Value,CMP562,18,0.4
SELL10279,Web,Books,Individual,South,7,2,1,3.46,No,No,No,01-04-2025,11-02-2025,Subscription,CMP492,1,0.29
SELL10280,App,Electronics,Small Business,South,2,2,1,1.07,Yes,Yes,Yes,15-04-2025,23-02-2025,One-Time Fee,CMP998,23,1
SELL10281,Mobile Web,Toys,Small Business,South,10,2,1,1.26,Yes,No,No,20-02-2025,31-01-2025,Subscription,CMP845,34,0.2
SELL10282,Mobile Web,Fashion,Small Business,West,20,16,1,2.44,Yes,Yes,No,23-04-2025,06-04-2025,Stored Value,CMP333,15,0.8
SELL10283,Mobile Web,Toys,Individual,North,5,1,0,2.47,Yes,No,No,02-03-2025,,One-Time Fee,CMP738,4,0.2
SELL10284,Mobile Web,Electronics,Individual,North,20,1,1,2.67,No,Yes,No,06-02-2025,03-04-2025,Subscription,CMP818,10,0.05
SELL10285,Mobile Web,Electronics,Enterprise,East,7,0,0,3.49,Yes,No,Yes,20-02-2025,,One-Time Fee,CMP836,8,0
SELL10286,App,Fashion,Enterprise,South,10,1,0,4.11,Yes,No,No,22-02-2025,,Subscription,CMP264,3,0.1
SELL10287,Mobile Web,Books,Small Business,South,18,15,0,1.01,Yes,Yes,No,28-04-2025,,Stored Value,CMP192,33,0.83
SELL10288,Mobile Web,Fashion,Small Business,East,3,0,0,2.06,Yes,Yes,Yes,05-03-2025,,Stored Value,CMP972,19,0
SELL10289,App,Electronics,Individual,North,12,12,1,1.04,Yes,Yes,No,26-04-2025,14-02-2025,Subscription,CMP548,18,1
SELL10290,Web,Electronics,Small Business,West,3,2,0,4.85,No,No,No,12-04-2025,,Subscription,CMP764,11,0.67
SELL10291,Web,Fashion,Individual,West,4,1,1,4.64,No,No,Yes,18-04-2025,17-04-2025,One-Time Fee,CMP488,23,0.25
SELL10292,Mobile Web,Fashion,Small Business,West,20,0,0,1.45,No,No,Yes,06-02-2025,,Stored Value,CMP367,21,0
SELL10293,Mobile Web,Home,Enterprise,North,1,0,0,2.73,Yes,No,No,05-04-2025,,One-Time Fee,CMP792,25,0
SELL10294,Mobile Web,Electronics,Individual,South,5,4,0,3.02,No,No,Yes,03-03-2025,,Stored Value,CMP869,32,0.8
SELL10295,App,Electronics,Enterprise,South,11,3,1,3.2,No,No,Yes,07-02-2025,28-03-2025,Stored Value,CMP570,29,0.27
SELL10296,App,Books,Small Business,North,19,14,1,4.92,Yes,Yes,No,14-04-2025,14-02-2025,Subscription,CMP136,36,0.74
SELL10297,Mobile Web,Toys,Enterprise,East,18,0,0,4.56,Yes,No,No,13-04-2025,,Subscription,CMP945,4,0
SELL10298,Mobile Web,Toys,Small Business,East,8,7,1,3.86,Yes,Yes,Yes,21-04-2025,03-02-2025,Stored Value,CMP449,23,0.88
SELL10299,Mobile Web,Electronics,Individual,South,10,8,1,2.97,No,Yes,No,24-04-2025,12-03-2025,One-Time Fee,CMP300,13,0.8
SELL10300,Web,Home,Individual,West,4,3,1,1.19,Yes,No,No,12-04-2025,15-03-2025,One-Time Fee,CMP703,33,0.75
SELL10301,Mobile Web,Electronics,Enterprise,West,5,3,1,4.36,No,Yes,Yes,10-04-2025,05-03-2025,One-Time Fee,CMP934,9,0.6
SELL10302,Mobile Web,Home,Enterprise,West,4,3,1,2.67,Yes,No,No,28-02-2025,04-03-2025,Subscription,CMP401,29,0.75
SELL10303,Mobile Web,Toys,Small Business,East,5,1,1,3.85,Yes,Yes,Yes,25-04-2025,06-04-2025,One-Time Fee,CMP831,19,0.2
SELL10304,Mobile Web,Fashion,Enterprise,East,12,10,1,3.84,No,No,No,25-02-2025,21-02-2025,One-Time Fee,CMP865,35,0.83
SELL10305,Mobile Web,Electronics,Individual,West,10,6,0,1.58,Yes,Yes,No,16-04-2025,,Stored Value,CMP393,17,0.6
SELL10306,App,Fashion,Enterprise,North,5,0,0,2.43,No,Yes,Yes,19-04-2025,,One-Time Fee,CMP762,36,0
SELL10307,Mobile Web,Home,Enterprise,North,13,3,1,4.71,No,No,No,25-03-2025,19-04-2025,One-Time Fee,CMP155,1,0.23
SELL10308,App,Fashion,Enterprise,East,9,3,1,4.02,Yes,Yes,No,29-03-2025,17-04-2025,Subscription,CMP281,5,0.33
SELL10309,Web,Books,Individual,West,6,1,0,2.12,No,Yes,Yes,02-02-2025,,One-Time Fee,CMP966,17,0.17
SELL10310,Web,Electronics,Individual,East,1,1,1,3.39,No,No,No,05-03-2025,06-04-2025,Stored Value,CMP902,21,1
SELL10311,Mobile Web,Electronics,Enterprise,South,17,7,0,2.66,No,Yes,No,06-04-2025,,Stored Value,CMP318,22,0.41
SELL10312,Mobile Web,Toys,Small Business,North,11,5,1,1.46,No,No,Yes,09-04-2025,28-02-2025,One-Time Fee,CMP728,16,0.45
SELL10313,App,Electronics,Small Business,East,2,2,0,3.16,No,Yes,No,20-04-2025,,One-Time Fee,CMP922,33,1
SELL10314,Mobile Web,Fashion,Small Business,North,15,15,1,4.79,Yes,Yes,Yes,09-02-2025,21-03-2025,Stored Value,CMP786,14,1
SELL10315,Mobile Web,Books,Enterprise,North,14,13,1,3.99,Yes,Yes,No,31-01-2025,31-01-2025,One-Time Fee,CMP439,3,0.93
SELL10316,App,Toys,Individual,South,3,0,1,4.64,No,No,No,14-02-2025,02-02-2025,One-Time Fee,CMP514,28,0
SELL10317,Web,Toys,Individual,North,11,0,0,4.02,Yes,Yes,No,23-03-2025,,One-Time Fee,CMP208,19,0
SELL10318,App,Books,Small Business,North,10,9,1,2.9,Yes,Yes,No,08-03-2025,01-02-2025,One-Time Fee,CMP402,10,0.9
SELL10319,Mobile Web,Home,Individual,South,10,10,0,1.49,Yes,No,Yes,17-03-2025,,Subscription,CMP315,23,1
SELL10320,Mobile Web,Fashion,Individual,South,7,6,0,1.88,No,Yes,Yes,15-03-2025,,Stored Value,CMP787,4,0.86
SELL10321,Web,Home,Enterprise,North,18,14,1,2,Yes,No,No,26-02-2025,17-04-2025,Subscription,CMP231,16,0.78
SELL10322,Web,Home,Small Business,West,4,2,1,2.31,No,Yes,No,28-03-2025,22-02-2025,Subscription,CMP538,11,0.5
SELL10323,Web,Books,Small Business,East,1,1,1,1.54,No,No,No,21-02-2025,17-02-2025,Subscription,CMP467,20,1
SELL10324,Mobile Web,Electronics,Small Business,South,16,3,1,4.57,Yes,No,Yes,30-03-2025,02-04-2025,One-Time Fee,CMP177,2,0.19
SELL10325,Mobile Web,Books,Enterprise,South,17,0,0,4.63,No,No,Yes,08-03-2025,,Subscription,CMP501,15,0
SELL10326,Mobile Web,Toys,Individual,West,19,9,1,2.46,Yes,Yes,Yes,22-04-2025,11-03-2025,One-Time Fee,CMP243,29,0.47
SELL10327,Mobile Web,Fashion,Enterprise,West,6,1,1,4.76,Yes,Yes,No,04-03-2025,29-03-2025,Stored Value,CMP164,17,0.17
SELL10328,Web,Toys,Small Business,West,12,3,1,2.88,No,Yes,Yes,11-02-2025,09-03-2025,One-Time Fee,CMP431,7,0.25
SELL10329,App,Toys,Enterprise,South,17,8,0,2.51,No,No,Yes,08-02-2025,,One-Time Fee,CMP357,25,0.47
SELL10330,App,Books,Small Business,North,8,8,1,3.01,Yes,No,Yes,20-04-2025,15-04-2025,Stored Value,CMP178,33,1
SELL10331,Web,Home,Enterprise,North,9,3,1,3.64,No,No,Yes,10-03-2025,03-04-2025,Subscription,CMP791,31,0.33
SELL10332,Mobile Web,Books,Individual,South,16,6,1,1.17,Yes,Yes,Yes,29-04-2025,21-03-2025,One-Time Fee,CMP250,4,0.38
SELL10333,Mobile Web,Books,Enterprise,North,6,2,0,4.51,No,Yes,Yes,23-04-2025,,Subscription,CMP721,31,0.33
SELL10334,App,Toys,Individual,South,16,5,1,3.49,No,Yes,No,01-03-2025,22-03-2025,Subscription,CMP710,5,0.31
SELL10335,Web,Electronics,Individual,West,8,6,1,4.31,Yes,Yes,No,06-02-2025,23-02-2025,One-Time Fee,CMP714,3,0.75
SELL10336,Web,Books,Enterprise,South,18,16,0,4.61,Yes,No,No,12-03-2025,,Subscription,CMP995,3,0.89
SELL10337,App,Books,Small Business,North,17,13,1,2.7,No,No,Yes,23-03-2025,03-04-2025,Stored Value,CMP390,35,0.76
SELL10338,Mobile Web,Electronics,Enterprise,North,14,4,1,3.08,No,Yes,No,28-04-2025,16-02-2025,Subscription,CMP470,7,0.29
SELL10339,App,Home,Enterprise,West,5,3,1,3.26,No,No,Yes,02-04-2025,16-02-2025,Subscription,CMP665,36,0.6
SELL10340,Mobile Web,Books,Small Business,East,16,5,1,3.31,No,Yes,Yes,28-02-2025,16-04-2025,One-Time Fee,CMP335,29,0.31
SELL10341,App,Home,Enterprise,North,6,0,0,1.64,Yes,Yes,Yes,01-02-2025,,Subscription,CMP714,28,0
SELL10342,App,Electronics,Enterprise,North,3,0,0,3.9,No,No,Yes,14-03-2025,,Stored Value,CMP755,32,0
SELL10343,Mobile Web,Toys,Small Business,South,15,0,0,1.13,Yes,Yes,Yes,06-03-2025,,Subscription,CMP344,1,0
SELL10344,App,Home,Enterprise,West,6,0,0,2.62,Yes,Yes,Yes,22-03-2025,,Stored Value,CMP662,19,0
SELL10345,App,Fashion,Enterprise,South,18,18,1,2.82,No,Yes,No,03-04-2025,10-04-2025,Stored Value,CMP516,33,1
SELL10346,App,Home,Individual,East,4,4,1,4.5,No,No,No,28-02-2025,21-02-2025,One-Time Fee,CMP595,16,1
SELL10347,Mobile Web,Electronics,Small Business,North,11,7,1,2.03,No,Yes,Yes,20-02-2025,28-02-2025,Subscription,CMP522,23,0.64
SELL10348,App,Fashion,Small Business,North,17,17,1,2.6,No,Yes,Yes,18-02-2025,28-02-2025,Subscription,CMP421,23,1
SELL10349,Mobile Web,Fashion,Small Business,South,7,4,1,1.94,Yes,No,Yes,09-04-2025,16-03-2025,Stored Value,CMP307,16,0.57
SELL10350,Web,Electronics,Individual,West,20,11,1,3.46,Yes,No,No,03-02-2025,15-03-2025,One-Time Fee,CMP422,32,0.55
SELL10351,Mobile Web,Home,Small Business,South,19,8,1,4,Yes,Yes,No,31-03-2025,09-02-2025,Subscription,CMP653,3,0.42
SELL10352,Mobile Web,Fashion,Small Business,North,17,11,1,3.79,No,No,Yes,02-02-2025,22-04-2025,Stored Value,CMP790,14,0.65
SELL10353,App,Toys,Small Business,South,13,9,1,3.19,Yes,No,No,28-03-2025,24-02-2025,One-Time Fee,CMP451,24,0.69
SELL10354,App,Home,Small Business,West,6,3,1,2.12,Yes,Yes,Yes,09-02-2025,11-03-2025,Stored Value,CMP838,18,0.5
SELL10355,App,Fashion,Individual,South,8,8,1,2.89,Yes,Yes,No,19-04-2025,25-04-2025,Subscription,CMP237,34,1
SELL10356,App,Home,Enterprise,North,18,10,0,2.59,Yes,Yes,Yes,29-03-2025,,Subscription,CMP587,7,0.56
SELL10357,App,Toys,Enterprise,East,15,10,1,2.38,No,Yes,No,23-04-2025,02-03-2025,One-Time Fee,CMP720,13,0.67
SELL10358,Mobile Web,Fashion,Small Business,East,19,18,1,2.3,No,No,Yes,20-03-2025,21-03-2025,Subscription,CMP728,19,0.95
SELL10359,Mobile Web,Home,Small Business,West,15,4,0,4.4,Yes,Yes,Yes,05-03-2025,,Subscription,CMP333,21,0.27
SELL10360,App,Toys,Enterprise,West,11,10,1,2.08,No,No,No,02-02-2025,13-02-2025,Subscription,CMP271,12,0.91
SELL10361,Mobile Web,Home,Enterprise,North,1,0,0,1.84,No,Yes,Yes,27-02-2025,,Stored Value,CMP999,31,0
SELL10362,App,Toys,Individual,North,18,1,1,2.05,Yes,Yes,No,12-03-2025,26-02-2025,Subscription,CMP334,16,0.06
SELL10363,Web,Toys,Individual,North,10,7,1,1.14,No,No,No,12-02-2025,18-04-2025,Subscription,CMP991,35,0.7
SELL10364,Mobile Web,Toys,Individual,West,9,8,1,3.52,No,No,No,24-02-2025,29-04-2025,Subscription,CMP652,15,0.89
SELL10365,App,Home,Individual,East,3,3,1,1.04,Yes,No,No,29-04-2025,13-03-2025,Subscription,CMP647,1,1
SELL10366,App,Home,Enterprise,South,16,15,1,4.19,No,Yes,No,04-02-2025,02-04-2025,One-Time Fee,CMP547,26,0.94
SELL10367,Mobile Web,Books,Small Business,South,8,2,0,2.05,No,Yes,No,18-03-2025,,Subscription,CMP764,35,0.25
SELL10368,Web,Fashion,Individual,East,9,6,1,1.44,No,No,No,14-02-2025,06-04-2025,One-Time Fee,CMP737,32,0.67
SELL10369,Web,Toys,Individual,South,7,5,1,4.89,No,No,Yes,09-03-2025,25-03-2025,One-Time Fee,CMP548,1,0.71
SELL10370,App,Fashion,Small Business,West,8,1,1,2.25,No,No,No,08-04-2025,07-04-2025,One-Time Fee,CMP910,3,0.12
SELL10371,Web,Electronics,Small Business,West,11,1,0,1.29,No,Yes,Yes,30-01-2025,,Subscription,CMP936,25,0.09
SELL10372,Mobile Web,Fashion,Small Business,West,1,0,0,1.99,Yes,Yes,No,10-03-2025,,One-Time Fee,CMP889,7,0
SELL10373,Mobile Web,Home,Small Business,South,17,6,1,3.52,Yes,Yes,No,14-03-2025,08-04-2025,Subscription,CMP753,20,0.35
SELL10374,Mobile Web,Fashion,Individual,South,7,5,0,3.53,No,Yes,Yes,05-02-2025,,Subscription,CMP698,8,0.71
SELL10375,Web,Toys,Enterprise,West,13,12,1,3.75,Yes,No,Yes,08-02-2025,09-03-2025,Stored Value,CMP261,32,0.92
SELL10376,Mobile Web,Electronics,Individual,East,3,2,0,3.58,Yes,Yes,No,05-02-2025,,Stored Value,CMP424,36,0.67
SELL10377,Mobile Web,Fashion,Individual,West,12,12,0,2.43,Yes,No,Yes,18-02-2025,,Subscription,CMP823,29,1
SELL10378,App,Fashion,Enterprise,South,18,9,1,3.17,No,No,No,20-02-2025,20-03-2025,One-Time Fee,CMP981,36,0.5
SELL10379,App,Home,Small Business,East,6,0,0,2.82,No,Yes,Yes,06-02-2025,,One-Time Fee,CMP977,24,0
SELL10380,Web,Toys,Small Business,South,20,7,1,3.1,No,Yes,No,24-02-2025,05-03-2025,Subscription,CMP519,21,0.35
SELL10381,Web,Electronics,Individual,South,4,0,0,4.49,Yes,Yes,No,23-03-2025,,Stored Value,CMP201,3,0
SELL10382,Mobile Web,Toys,Enterprise,East,19,12,1,1.2,Yes,Yes,Yes,02-03-2025,30-03-2025,Stored Value,CMP771,32,0.63
SELL10383,Web,Home,Enterprise,West,3,3,0,4.29,Yes,No,Yes,06-02-2025,,One-Time Fee,CMP172,20,1
SELL10384,Web,Electronics,Enterprise,South,3,1,0,3.13,Yes,Yes,Yes,28-03-2025,,One-Time Fee,CMP740,12,0.33
SELL10385,Web,Toys,Small Business,West,18,17,1,3.81,No,Yes,Yes,22-02-2025,07-03-2025,Stored Value,CMP663,26,0.94
SELL10386,Mobile Web,Toys,Small Business,East,17,10,1,4.61,No,No,No,21-02-2025,05-02-2025,One-Time Fee,CMP540,21,0.59
SELL10387,Web,Books,Enterprise,East,20,7,1,2.44,No,No,No,18-03-2025,09-03-2025,Stored Value,CMP843,3,0.35
SELL10388,Web,Home,Individual,East,10,9,1,4.94,Yes,No,Yes,07-03-2025,10-03-2025,One-Time Fee,CMP942,18,0.9
SELL10389,Mobile Web,Fashion,Individual,North,18,16,1,2.84,Yes,Yes,No,22-03-2025,06-04-2025,Subscription,CMP696,16,0.89
SELL10390,Web,Toys,Small Business,South,8,4,0,3.94,No,No,Yes,21-02-2025,,Subscription,CMP945,7,0.5
SELL10391,Mobile Web,Toys,Small Business,North,20,20,1,4.12,No,No,No,15-03-2025,05-04-2025,Subscription,CMP988,8,1
SELL10392,Mobile Web,Books,Individual,East,8,0,0,3.1,No,Yes,No,07-03-2025,,One-Time Fee,CMP814,15,0
SELL10393,App,Books,Enterprise,North,5,0,0,1.89,No,No,Yes,29-03-2025,,Stored Value,CMP444,6,0
SELL10394,App,Electronics,Small Business,West,16,1,1,4.1,Yes,Yes,No,25-03-2025,19-04-2025,One-Time Fee,CMP302,32,0.06
SELL10395,Mobile Web,Toys,Enterprise,South,13,10,1,1.97,No,No,No,02-04-2025,19-03-2025,One-Time Fee,CMP689,6,0.77
SELL10396,App,Fashion,Small Business,East,4,3,1,3.38,Yes,No,Yes,23-02-2025,31-01-2025,Subscription,CMP731,29,0.75
SELL10397,Web,Fashion,Enterprise,East,20,4,1,1.62,Yes,Yes,Yes,23-02-2025,12-02-2025,Stored Value,CMP735,10,0.2
SELL10398,Web,Home,Small Business,West,10,0,0,1.09,Yes,Yes,Yes,28-03-2025,,One-Time Fee,CMP635,17,0
SELL10399,Web,Electronics,Small Business,North,18,15,1,2.02,Yes,No,Yes,04-03-2025,05-03-2025,One-Time Fee,CMP732,18,0.83
SELL10400,Web,Electronics,Small Business,East,2,1,1,3.65,No,Yes,Yes,31-01-2025,11-03-2025,Subscription,CMP988,25,0.5
